Rank,Mark,WIND,Competitor,DOB,Unnamed: 5,Pos,Unnamed: 7,Venue,Date,Results Score
47,15.17,0.4,Caterine IBARGUEN,12 FEB 1984,COL,1,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1238
49,15.16,0.1,Rodica MATEESCU,13 MAR 1971,ROU,2,,"Olympic Stadium, Athina (GRE)",04 AUG 1997,1237
49,15.16,,Ashia HANSEN,05 DEC 1971,GBR,1,,"Velódromo Luis Puig, Valencia (ESP) (i)",28 FEB 1998,1237
49,15.16,,Tatyana LEBEDEVA,21 JUL 1976,RUS,,,"Sportaréna, Budapest (HUN) (i)",06 MAR 2004,1237
49,15.16,0.7,Trecia Kaye SMITH,05 NOV 1975,JAM,2,,Linz (AUT),02 AUG 2004,1237
49,15.16,1.1,Yulimar ROJAS,21 OCT 1995,VEN,1,,San Salvador (ESA),05 JUL 2023,1237
49,15.16,2.3,Leyanis PÉREZ HERNÁNDEZ,10 JAN 2002,CUB,1,,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1224
55,15.15,1.7,Ashia HANSEN,05 DEC 1971,GBR,1,,Fukuoka (JPN),13 SEP 1997,1236
55,15.15,1.4,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Ullevi Stadium, Göteborg (SWE)",09 AUG 2006,1236
55,15.15,2.0,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1236
55,15.15,0.2,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Letzigrund, Zürich (SUI)",31 AUG 2023,1236
59,15.14,-0.1,Rodica MATEESCU,13 MAR 1971,ROU,1,,Bucureşti (ROU),14 JUN 1997,1235
59,15.14,0.3,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1235
59,15.14,0.7,Tatyana LEBEDEVA,21 JUL 1976,RUS,3,,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1235
59,15.14,0.9,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1235
59,15.14,1.9,Nadezhda ALYOKHINA,22 SEP 1978,RUS,1,,Cheboksary (RUS),26 JUL 2009,1235
59,15.14,,Olga RYPAKOVA,30 NOV 1984,KAZ,1,,"Aspire Dome, Doha (QAT) (i)",13 MAR 2010,1235
59,15.14,2.0,Yulimar ROJAS,21 OCT 1995,VEN,1,,Ibiza (ESP),08 MAY 2021,1235
66,15.13,0.1,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Stade Louis II, Monaco (MON)",13 SEP 2003,1234
66,15.13,1.4,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Olympic Stadium, Athina (GRE)",16 SEP 2006,1234
68,15.12,2.0,Iva PRANDZHEVA,15 FEB 1972,BUL,1,,Tokyo (JPN),19 SEP 1998,1233
68,15.12,-0.9,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,Paris (FRA),04 JUL 2003,1238
68,15.12,0.0,Yulimar ROJAS,21 OCT 1995,VEN,2,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1233
68,15.12,,Jasmine MOORE,01 MAY 2001,USA,1,,"Convention Center, Albuquerque, NM (USA) (i)",11 MAR 2023,1233
72,15.11,0.1,Yamilé ALDAMA,14 AUG 1972,CUB,1,,Oslo (NOR),27 JUN 2003,1232
72,15.11,-0.2,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Stade de France, Paris-St-Denis (FRA)",01 JUL 2005,1233
72,15.11,0.8,Trecia Kaye SMITH,05 NOV 1975,JAM,1,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1232
72,15.11,0.3,Olga RYPAKOVA,30 NOV 1984,KAZ,2,,"National Stadium, Beijing (CHN)",17 AUG 2008,1232
72,15.11,0.6,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Estadio Atlético de la VIDENA, Lima (PER)",09 AUG 2019,1232
77,15.1,2.7,Keila COSTA,06 FEB 1983,BRA,1,,Uberlandia (BRA),06 MAY 2007,1214
77,15.1,0.4,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Stade Louis II, Monaco (MON)",25 JUL 2007,1230
79,15.09,0.5,Anna BIRYUKOVA,27 SEP 1967,RUS,1,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",21 AUG 1993,1229
79,15.09,-0.5,Inna LASOVSKAYA,17 DEC 1969,RUS,1,,Valencia (ESP),31 MAY 1997,1232
79,15.09,2.0,Yargelis SAVIGNE,13 NOV 1984,CUB,1,,Alcalá de Henáres (ESP),07 JUL 2007,1229
79,15.09,0.2,Yargelis SAVIGNE,13 NOV 1984,CUB,1,,"Stade Louis II, Monaco (MON)",22 JUL 2010,1229
83,15.08,1.4,Anna BIRYUKOVA,27 SEP 1967,RUS,3,,"Ullevi Stadium, Göteborg (SWE)",10 AUG 1995,1228
83,15.08,0.7,Inna LASOVSKAYA,17 DEC 1969,RUS,1,,Madrid (ESP),12 JUN 1996,1228
83,15.08,0.3,Yamilé ALDAMA,14 AUG 1972,CUB,2,,Paris (FRA),04 JUL 2003,1228
83,15.08,,Marija ŠESTAK,17 APR 1979,SLO,1,,Athina (GRE) (i),13 FEB 2008,1228
83,15.08,2.3,Caterine IBARGUEN,12 FEB 1984,COL,1,,"CIBC, Toronto (CAN)",21 JUL 2015,1215
83,15.08,0.0,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",25 AUG 2023,1228
89,15.07,-0.6,Paraskevi TSIAMITA,10 MAR 1972,GRE,1q1,,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1230
89,15.07,2.5,Tereza MARINOVA,25 SEP 1977,BUL,1,,Rethymno (GRE),10 JUN 2000,1212
89,15.07,0.8,Tatyana LEBEDEVA,21 JUL 1976,RUS,2,,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007,1227
92,15.06,2.3,Olha SALADUKHA,04 JUN 1983,UKR,1,,"Olympiastadion, Stockholm (SWE)",29 JUL 2011,1213
92,15.06,1.1,Yulimar ROJAS,21 OCT 1995,VEN,1,,Huelva (ESP),20 JUN 2019,1226
94,15.05,2.7,Inna LASOVSKAYA,17 DEC 1969,RUS,1,,Sevilla (ESP),03 JUN 1995,1209
94,15.05,-0.7,Francoise MBANGO ETONE,14 APR 1976,CMR,2,,"Stade de France, Paris-St-Denis (FRA)",26 AUG 2003,1229
94,15.05,0.9,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1225
94,15.05,0.2,Trecia Kaye SMITH,05 NOV 1975,JAM,1,,Helsinki (FIN),26 JUL 2006,1225
94,15.05,0.9,Chrysopigi DEVETZI,02 JAN 1976,GRE,2,,"Ullevi Stadium, Göteborg (SWE)",09 AUG 2006,1225
94,15.05,,Yargelis SAVIGNE,13 NOV 1984,CUB,1,,"Velódromo Luis Puig, Valencia (ESP) (i)",08 MAR 2008,1225
94,15.05,0.1,Yargelis SAVIGNE,13 NOV 1984,CUB,3,,"National Stadium, Beijing (CHN)",17 AUG 2008,1225
1,15.74,,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Štark Arena, Beograd (SRB) (i)",20 MAR 2022,1297
2,15.67,0.7,Yulimar ROJAS,21 OCT 1995,VEN,1,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1290
3,15.56,3.5,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2021,1257
4,15.52,0.6,Yulimar ROJAS,21 OCT 1995,VEN,,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2021,1274
5,15.5,0.9,Inessa KRAVETS,05 OCT 1966,UKR,1,,"Ullevi Stadium, Göteborg (SWE)",10 AUG 1995,1272
6,15.48,0.3,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Letzigrund, Zürich (SUI)",09 SEP 2021,1270
7,15.47,1.9,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Hayward Field, Eugene, OR (USA)",18 JUL 2022,1269
8,15.43,,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Gallur, Madrid (ESP) (i)",21 FEB 2020,1265
8,15.43,0.7,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Polideportivo Municipal, Andújar (ESP)",22 MAY 2021,1265
10,15.41,1.5,Yulimar ROJAS,21 OCT 1995,VEN,1,,Andújar (ESP),06 SEP 2019,1263
10,15.41,,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Gallur, Madrid (ESP) (i)",02 MAR 2022,1263
12,15.39,0.5,Francoise MBANGO ETONE,14 APR 1976,CMR,1,,"National Stadium, Beijing (CHN)",17 AUG 2008,1260
13,15.37,-0.6,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1261
14,15.36,,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Sportaréna, Budapest (HUN) (i)",06 MAR 2004,1257
15,15.35,1.2,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Hayward Field, Eugene, OR (USA)",16 SEP 2023,1256
16,15.34,-0.5,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,Herakleion (GRE),04 JUL 2004,1258
16,15.34,2.2,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Estadio Vallehermoso, Madrid (ESP)",19 JUN 2021,1242
18,15.33,-0.1,Inessa KRAVETS,05 OCT 1966,UKR,1,,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,1254
18,15.33,1.2,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2004,1254
20,15.32,0.5,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,Yokohama (JPN),09 SEP 2000,1253
20,15.32,0.9,Chrysopigi DEVETZI,02 JAN 1976,GRE,1q1,,"Olympic Stadium, Athina (GRE)",21 AUG 2004,1253
22,15.31,0.0,Caterine IBARGUEN,12 FEB 1984,COL,1,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1252
22,15.31,-0.2,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1253
24,15.3,0.5,Francoise MBANGO ETONE,14 APR 1976,CMR,1,,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1251
25,15.29,0.3,Yamilé ALDAMA,14 AUG 1972,CUB,1,,"Stadio Olimpico, Roma (ITA)",11 JUL 2003,1250
26,15.28,0.3,Yamilé ALDAMA,14 AUG 1972,SUD,1,,Linz (AUT),02 AUG 2004,1249
26,15.28,0.9,Yargelis SAVIGNE,13 NOV 1984,CUB,1,,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007,1249
26,15.28,-0.2,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Letzigrund, Zürich (SUI)",08 SEP 2022,1250
29,15.27,1.2,Yamilé ALDAMA,14 AUG 1972,CUB,1,,"Crystal Palace, London (GBR)",08 AUG 2003,1248
30,15.25,-0.8,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Commonwealth Stadium, Edmonton (CAN)",10 AUG 2001,1250
30,15.25,,Tatyana LEBEDEVA,21 JUL 1976,RUS,,,"Sportaréna, Budapest (HUN) (i)",06 MAR 2004,1246
30,15.25,-0.1,Chrysopigi DEVETZI,02 JAN 1976,GRE,2,,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1246
30,15.25,1.7,Olga RYPAKOVA,30 NOV 1984,KAZ,1,,"Poljud Stadion, Split (CRO)",04 SEP 2010,1246
34,15.24,4.2,Magdelín MARTÍNEZ,10 FEB 1976,ITA,1,,Sestriere (ITA),01 AUG 2004,1220
35,15.23,0.8,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,Rethymno (GRE),23 JUN 2004,1244
35,15.23,0.6,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1244
37,15.21,1.2,Yamilé ALDAMA,14 AUG 1972,SUD,2,,Rethymno (GRE),23 JUN 2004,1242
38,15.2,0.0,Šárka KAŠPÁRKOVÁ,20 MAY 1971,CZE,1,,"Olympic Stadium, Athina (GRE)",04 AUG 1997,1241
38,15.2,-0.3,Tereza MARINOVA,25 SEP 1977,BUL,1,,"Olympic Stadium, Sydney (AUS)",24 SEP 2000,1242
38,15.2,1.3,Yargelis SAVIGNE,13 NOV 1984,CUB,1,,Rethymno (GRE),14 JUL 2008,1241
41,15.19,0.5,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1240
41,15.19,1.4,Yulimar ROJAS,21 OCT 1995,VEN,,,"Estadio Vallehermoso, Madrid (ESP)",19 JUN 2021,1240
43,15.18,0.3,Iva PRANDZHEVA,15 FEB 1972,BUL,2,,"Ullevi Stadium, Göteborg (SWE)",10 AUG 1995,1239
43,15.18,-0.2,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Stade de France, Paris-St-Denis (FRA)",26 AUG 2003,1240
43,15.18,2.1,Caterine IBARGUEN,12 FEB 1984,COL,1,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1227
43,15.18,0.3,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Stadion Śląski, Chorzów (POL)",16 JUL 2023,1239
47,15.17,2.4,Anna PYATYKH,04 APR 1981,RUS,2,,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1224
47,15.17,0.4,Caterine IBARGUEN,12 FEB 1984,COL,1,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1238
49,15.16,0.1,Rodica MATEESCU,13 MAR 1971,ROU,2,,"Olympic Stadium, Athina (GRE)",04 AUG 1997,1237
49,15.16,,Ashia HANSEN,05 DEC 1971,GBR,1,,"Velódromo Luis Puig, Valencia (ESP) (i)",28 FEB 1998,1237
49,15.16,,Tatyana LEBEDEVA,21 JUL 1976,RUS,,,"Sportaréna, Budapest (HUN) (i)",06 MAR 2004,1237
49,15.16,0.7,Trecia Kaye SMITH,05 NOV 1975,JAM,2,,Linz (AUT),02 AUG 2004,1237
49,15.16,1.1,Yulimar ROJAS,21 OCT 1995,VEN,1,,San Salvador (ESA),05 JUL 2023,1237
49,15.16,2.3,Leyanis PÉREZ HERNÁNDEZ,10 JAN 2002,CUB,1,,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1224
55,15.15,1.7,Ashia HANSEN,05 DEC 1971,GBR,1,,Fukuoka (JPN),13 SEP 1997,1236
55,15.15,1.4,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Ullevi Stadium, Göteborg (SWE)",09 AUG 2006,1236
55,15.15,2.0,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1236
55,15.15,0.2,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Letzigrund, Zürich (SUI)",31 AUG 2023,1236
59,15.14,-0.1,Rodica MATEESCU,13 MAR 1971,ROU,1,,Bucureşti (ROU),14 JUN 1997,1235
59,15.14,0.3,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Boudewijnstadion, Bruxelles (BEL)",05 SEP 2003,1235
59,15.14,0.7,Tatyana LEBEDEVA,21 JUL 1976,RUS,3,,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1235
59,15.14,0.9,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Olympic Stadium, Athina (GRE)",02 JUL 2007,1235
59,15.14,1.9,Nadezhda ALYOKHINA,22 SEP 1978,RUS,1,,Cheboksary (RUS),26 JUL 2009,1235
59,15.14,,Olga RYPAKOVA,30 NOV 1984,KAZ,1,,"Aspire Dome, Doha (QAT) (i)",13 MAR 2010,1235
59,15.14,2.0,Yulimar ROJAS,21 OCT 1995,VEN,1,,Ibiza (ESP),08 MAY 2021,1235
66,15.13,0.1,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Stade Louis II, Monaco (MON)",13 SEP 2003,1234
66,15.13,1.4,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Olympic Stadium, Athina (GRE)",16 SEP 2006,1234
68,15.12,2.0,Iva PRANDZHEVA,15 FEB 1972,BUL,1,,Tokyo (JPN),19 SEP 1998,1233
68,15.12,-0.9,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,Paris (FRA),04 JUL 2003,1238
68,15.12,0.0,Yulimar ROJAS,21 OCT 1995,VEN,2,,"Stade Louis II, Monaco (MON)",09 JUL 2021,1233
68,15.12,,Jasmine MOORE,01 MAY 2001,USA,1,,"Convention Center, Albuquerque, NM (USA) (i)",11 MAR 2023,1233
72,15.11,0.1,Yamilé ALDAMA,14 AUG 1972,CUB,1,,Oslo (NOR),27 JUN 2003,1232
72,15.11,-0.2,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Stade de France, Paris-St-Denis (FRA)",01 JUL 2005,1233
72,15.11,0.8,Trecia Kaye SMITH,05 NOV 1975,JAM,1,,"Olympiastadion, Helsinki (FIN)",07 AUG 2005,1232
72,15.11,0.3,Olga RYPAKOVA,30 NOV 1984,KAZ,2,,"National Stadium, Beijing (CHN)",17 AUG 2008,1232
72,15.11,0.6,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Estadio Atlético de la VIDENA, Lima (PER)",09 AUG 2019,1232
77,15.1,2.7,Keila COSTA,06 FEB 1983,BRA,1,,Uberlandia (BRA),06 MAY 2007,1214
77,15.1,0.4,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Stade Louis II, Monaco (MON)",25 JUL 2007,1230
79,15.09,0.5,Anna BIRYUKOVA,27 SEP 1967,RUS,1,,"Gottlieb-Daimler Stadion, Stuttgart (GER)",21 AUG 1993,1229
79,15.09,-0.5,Inna LASOVSKAYA,17 DEC 1969,RUS,1,,Valencia (ESP),31 MAY 1997,1232
79,15.09,2.0,Yargelis SAVIGNE,13 NOV 1984,CUB,1,,Alcalá de Henáres (ESP),07 JUL 2007,1229
79,15.09,0.2,Yargelis SAVIGNE,13 NOV 1984,CUB,1,,"Stade Louis II, Monaco (MON)",22 JUL 2010,1229
83,15.08,1.4,Anna BIRYUKOVA,27 SEP 1967,RUS,3,,"Ullevi Stadium, Göteborg (SWE)",10 AUG 1995,1228
83,15.08,0.7,Inna LASOVSKAYA,17 DEC 1969,RUS,1,,Madrid (ESP),12 JUN 1996,1228
83,15.08,0.3,Yamilé ALDAMA,14 AUG 1972,CUB,2,,Paris (FRA),04 JUL 2003,1228
83,15.08,,Marija ŠESTAK,17 APR 1979,SLO,1,,Athina (GRE) (i),13 FEB 2008,1228
83,15.08,2.3,Caterine IBARGUEN,12 FEB 1984,COL,1,,"CIBC, Toronto (CAN)",21 JUL 2015,1215
83,15.08,0.0,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Nemzeti Atlétikai Központ, Budapest (HUN)",25 AUG 2023,1228
89,15.07,-0.6,Paraskevi TSIAMITA,10 MAR 1972,GRE,1q1,,"La Cartuja, Sevilla (ESP)",22 AUG 1999,1230
89,15.07,2.5,Tereza MARINOVA,25 SEP 1977,BUL,1,,Rethymno (GRE),10 JUN 2000,1212
89,15.07,0.8,Tatyana LEBEDEVA,21 JUL 1976,RUS,2,,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007,1227
92,15.06,2.3,Olha SALADUKHA,04 JUN 1983,UKR,1,,"Olympiastadion, Stockholm (SWE)",29 JUL 2011,1213
92,15.06,1.1,Yulimar ROJAS,21 OCT 1995,VEN,1,,Huelva (ESP),20 JUN 2019,1226
94,15.05,2.7,Inna LASOVSKAYA,17 DEC 1969,RUS,1,,Sevilla (ESP),03 JUN 1995,1209
94,15.05,-0.7,Francoise MBANGO ETONE,14 APR 1976,CMR,2,,"Stade de France, Paris-St-Denis (FRA)",26 AUG 2003,1229
94,15.05,0.9,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",05 JUL 2005,1225
94,15.05,0.2,Trecia Kaye SMITH,05 NOV 1975,JAM,1,,Helsinki (FIN),26 JUL 2006,1225
94,15.05,0.9,Chrysopigi DEVETZI,02 JAN 1976,GRE,2,,"Ullevi Stadium, Göteborg (SWE)",09 AUG 2006,1225
94,15.05,,Yargelis SAVIGNE,13 NOV 1984,CUB,1,,"Velódromo Luis Puig, Valencia (ESP) (i)",08 MAR 2008,1225
94,15.05,0.1,Yargelis SAVIGNE,13 NOV 1984,CUB,3,,"National Stadium, Beijing (CHN)",17 AUG 2008,1225
1,15.74,,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Štark Arena, Beograd (SRB) (i)",20 MAR 2022,1297
2,15.67,0.7,Yulimar ROJAS,21 OCT 1995,VEN,1,,"National Stadium, Tokyo (JPN)",01 AUG 2021,1290
3,15.56,3.5,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2021,1257
4,15.52,0.6,Yulimar ROJAS,21 OCT 1995,VEN,,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2021,1274
5,15.5,0.9,Inessa KRAVETS,05 OCT 1966,UKR,1,,"Ullevi Stadium, Göteborg (SWE)",10 AUG 1995,1272
6,15.48,0.3,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Letzigrund, Zürich (SUI)",09 SEP 2021,1270
7,15.47,1.9,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Hayward Field, Eugene, OR (USA)",18 JUL 2022,1269
8,15.43,,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Gallur, Madrid (ESP) (i)",21 FEB 2020,1265
8,15.43,0.7,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Polideportivo Municipal, Andújar (ESP)",22 MAY 2021,1265
10,15.41,1.5,Yulimar ROJAS,21 OCT 1995,VEN,1,,Andújar (ESP),06 SEP 2019,1263
10,15.41,,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Gallur, Madrid (ESP) (i)",02 MAR 2022,1263
12,15.39,0.5,Francoise MBANGO ETONE,14 APR 1976,CMR,1,,"National Stadium, Beijing (CHN)",17 AUG 2008,1260
13,15.37,-0.6,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Khalifa International Stadium, Doha (QAT)",05 OCT 2019,1261
14,15.36,,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Sportaréna, Budapest (HUN) (i)",06 MAR 2004,1257
15,15.35,1.2,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Hayward Field, Eugene, OR (USA)",16 SEP 2023,1256
16,15.34,-0.5,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,Herakleion (GRE),04 JUL 2004,1258
16,15.34,2.2,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Estadio Vallehermoso, Madrid (ESP)",19 JUN 2021,1242
18,15.33,-0.1,Inessa KRAVETS,05 OCT 1966,UKR,1,,"Olympic Stadium, Atlanta, GA (USA)",31 JUL 1996,1254
18,15.33,1.2,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",06 JUL 2004,1254
20,15.32,0.5,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,Yokohama (JPN),09 SEP 2000,1253
20,15.32,0.9,Chrysopigi DEVETZI,02 JAN 1976,GRE,1q1,,"Olympic Stadium, Athina (GRE)",21 AUG 2004,1253
22,15.31,0.0,Caterine IBARGUEN,12 FEB 1984,COL,1,,"Stade Louis II, Monaco (MON)",18 JUL 2014,1252
22,15.31,-0.2,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",26 AUG 2022,1253
24,15.3,0.5,Francoise MBANGO ETONE,14 APR 1976,CMR,1,,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1251
25,15.29,0.3,Yamilé ALDAMA,14 AUG 1972,CUB,1,,"Stadio Olimpico, Roma (ITA)",11 JUL 2003,1250
26,15.28,0.3,Yamilé ALDAMA,14 AUG 1972,SUD,1,,Linz (AUT),02 AUG 2004,1249
26,15.28,0.9,Yargelis SAVIGNE,13 NOV 1984,CUB,1,,"Yanmar Stadium Nagai, Osaka (JPN)",31 AUG 2007,1249
26,15.28,-0.2,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Letzigrund, Zürich (SUI)",08 SEP 2022,1250
29,15.27,1.2,Yamilé ALDAMA,14 AUG 1972,CUB,1,,"Crystal Palace, London (GBR)",08 AUG 2003,1248
30,15.25,-0.8,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Commonwealth Stadium, Edmonton (CAN)",10 AUG 2001,1250
30,15.25,,Tatyana LEBEDEVA,21 JUL 1976,RUS,,,"Sportaréna, Budapest (HUN) (i)",06 MAR 2004,1246
30,15.25,-0.1,Chrysopigi DEVETZI,02 JAN 1976,GRE,2,,"Olympic Stadium, Athina (GRE)",23 AUG 2004,1246
30,15.25,1.7,Olga RYPAKOVA,30 NOV 1984,KAZ,1,,"Poljud Stadion, Split (CRO)",04 SEP 2010,1246
34,15.24,4.2,Magdelín MARTÍNEZ,10 FEB 1976,ITA,1,,Sestriere (ITA),01 AUG 2004,1220
35,15.23,0.8,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,Rethymno (GRE),23 JUN 2004,1244
35,15.23,0.6,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1244
37,15.21,1.2,Yamilé ALDAMA,14 AUG 1972,SUD,2,,Rethymno (GRE),23 JUN 2004,1242
38,15.2,0.0,Šárka KAŠPÁRKOVÁ,20 MAY 1971,CZE,1,,"Olympic Stadium, Athina (GRE)",04 AUG 1997,1241
38,15.2,-0.3,Tereza MARINOVA,25 SEP 1977,BUL,1,,"Olympic Stadium, Sydney (AUS)",24 SEP 2000,1242
38,15.2,1.3,Yargelis SAVIGNE,13 NOV 1984,CUB,1,,Rethymno (GRE),14 JUL 2008,1241
41,15.19,0.5,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Stade Olympique de la Pontaise, Lausanne (SUI)",11 JUL 2006,1240
41,15.19,1.4,Yulimar ROJAS,21 OCT 1995,VEN,,,"Estadio Vallehermoso, Madrid (ESP)",19 JUN 2021,1240
43,15.18,0.3,Iva PRANDZHEVA,15 FEB 1972,BUL,2,,"Ullevi Stadium, Göteborg (SWE)",10 AUG 1995,1239
43,15.18,-0.2,Tatyana LEBEDEVA,21 JUL 1976,RUS,1,,"Stade de France, Paris-St-Denis (FRA)",26 AUG 2003,1240
43,15.18,2.1,Caterine IBARGUEN,12 FEB 1984,COL,1,,"Hayward Field, Eugene, OR (USA)",30 MAY 2015,1227
43,15.18,0.3,Yulimar ROJAS,21 OCT 1995,VEN,1,,"Stadion Śląski, Chorzów (POL)",16 JUL 2023,1239
47,15.17,2.4,Anna PYATYKH,04 APR 1981,RUS,2,,"Olympic Stadium, Athina (GRE)",03 JUL 2006,1224
47,15.17,0.4,Caterine IBARGUEN,12 FEB 1984,COL,1,,"Estádio Olímpico, Rio de Janeiro (BRA)",14 AUG 2016,1238
49,15.16,0.1,Rodica MATEESCU,13 MAR 1971,ROU,2,,"Olympic Stadium, Athina (GRE)",04 AUG 1997,1237
49,15.16,,Ashia HANSEN,05 DEC 1971,GBR,1,,"Velódromo Luis Puig, Valencia (ESP) (i)",28 FEB 1998,1237
